Configuração,n,mean,std,median
FixedTemp,30,0.9546033333333334,0.0234780085411321,0.95775
Original,30,0.94408,0.023783613599746938,0.94135
FixedSize,30,0.9386500000000001,0.023915018366045142,0.9371499999999999
BreastMarkerSeg,30,0.92383,0.03288118789279638,0.9279999999999999
BreastSeg,30,0.90559,0.040275939167970606,0.9047000000000001
NoMarker,30,0.90542,0.0397524442970015,0.9077500000000001
Moved,30,0.8991233333333334,0.03942057648709254,0.90415
