Configuração,n,mean,std,median
Original,30,0.8469466666666666,0.07258724469184669,0.8377
FixedTemp,30,0.8364133333333333,0.09715420637364064,0.8452
FixedSize,30,0.8267666666666666,0.0870396316126417,0.8377
BreastMarkerSeg,30,0.8059933333333333,0.12791182559261985,0.8109999999999999
Moved,30,0.7746133333333333,0.09289071344153929,0.78175
NoMarker,30,0.7644066666666667,0.10576703069297728,0.75735
BreastSeg,30,0.7554133333333334,0.1068194084564622,0.7687
